"fileName","modelIsValidBPMN","applicationDomain","modelTNT","modelTNCS","modelTNA","modelTNDO","modelTNG","modelTNEE","modelTNIE","modelTNSE","modelTNE","modelTNSF","modelNP","modelNL","modelCLA","modelCLP","modelPDOPin","modelPDOPout","modelPDOTOut","modelPLT","tapeGU","tapeALU","tapeRLU","tapeLUB","tapeAvgLUB","tapeDI","tapeDD","tapeAvgDI","tapeAvgDD","tapeMI","tapeMD","tapeAvgMI","tapeAvgMD","tapeExecutionTimeMs","endEventRequiredErrors","startEventRequiredErrors","fakeJoinErrors","noDisconnectedErrors","superfluousGatewayErrors","subProcessBlankStartEventErrors","noGatewayJoinForkErrors","noImplicitSplitErrors","noInclusiveGatewayErrors","conditionalFlowErrors"
"05791.bpmn","false","","0","0","16","0","5","1","0","0","1","26","4","0","0.6153846153846154","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","46.43633900000714","3","3","0","0","0","0","0","1","0","1"
"05792.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","28.656328999903053","0","0","4","0","0","0","0","0","0","5"
"05793.bpmn","false","","5","0","5","0","1","1","0","0","1","7","1","4","0.7142857142857143","0","0","0","0","0.8","0","0","","","0","","","0","0","","","0","0","7.823634000029415","0","0","1","0","0","0","0","0","0","0"
"05794.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","22.42989300005138","0","0","0","0","0","0","0","0","0","0"
"05795.bpmn","false","","4","0","4","0","1","3","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.522890999913216","0","0","0","1","0","0","0","0","0","0"
"05796.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.680502000031993","0","0","0","0","0","0","0","0","0","0"
"05797.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","27.457214000169188","0","0","4","0","0","0","0","0","0","5"
"05798.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","27.50925000011921","0","0","4","0","0","0","0","0","0","5"
"05799.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","5.682382999919355","0","0","0","0","0","0","0","0","0","0"
"05800.bpmn","false","","3","0","3","0","2","2","1","1","1","4","3","0","0.75","0.3333333333333333","0","0","0","0","50","16.666666666666668","0.2,0.72,0.08","-0.1333333333333333,0.38666666666666666,-0.2533333333333333","0.00000000000000001850371707708594","0,0,0","0,0,0","0","0","1,0,0","0,1,0","0.3333333333333333","0.3333333333333333","7.760920000029728","1","2","0","4","0","0","0","1","0","0"
"05801.bpmn","false","","24","0","24","3","12","4","0","0","6","48","8","4","0.5","0.375","0.6666666666666666","0","0","0.16666666666666666","0","0","","","0","","","0","0","","","0","0","43.85247400007211","5","2","4","0","1","0","0","0","0","5"
"05802.bpmn","false","","24","0","24","3","12","4","0","0","6","48","8","4","0.5","0.375","0.6666666666666666","0","0","0.16666666666666666","0","0","","","0","","","0","0","","","0","0","36.51058000000194","5","2","4","0","1","0","0","0","0","5"
"05803.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","24.30997799988836","0","0","1","0","0","0","1","0","0","0"
"05804.bpmn","true","Commerce","11","0","11","4","1","2","2","2","2","16","2","1","0.6875","3","0","1","0.36363636363636365","0.09090909090909091","122","61","0.5737704918032787,0.4262295081967213","0.07377049180327866,-0.07377049180327871","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.799725000048056","0","0","0","0","1","0","0","0","0","0"
"05805.bpmn","false","Commerce","11","0","11","1","0","2","0","0","2","13","2","0","0.8461538461538461","3","0","1","0.09090909090909091","0","102","51","0.6176470588235294,0.38235294117647056","0.11764705882352944,-0.11764705882352944","0","0,0","0,0","0","0","1,1","1,1","1","1","25.693158000009134","0","0","0","0","0","0","0","0","0","0"
"05806.bpmn","false","","20","0","20","0","1","3","1","1","4","16","5","4","1.25","2.2","0","0","0","0.2","0","0","","","0","","","0","0","","","0","0","19.466514999978244","3","3","0","5","0","0","0","1","0","0"
"05807.bpmn","false","","13","0","13","1","2","2","0","0","2","20","1","2","0.65","7","0","1","0.07692307692307693","0.15384615384615385","139","139","1","0","0","0","0","0","0","1","1","1","1","16.634282000130042","0","0","2","0","0","0","1","1","0","0"
"05808.bpmn","false","Commerce","10","0","10","4","0","2","0","0","2","12","2","0","0.8333333333333334","2.5","0.25","0.75","0.3","0","95","47.5","0.5578947368421052,0.4421052631578947","0.05789473684210522,-0.05789473684210528","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","12.90751100005582","0","0","0","0","0","0","0","0","0","0"
"05809.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.846664000069723","0","0","1","0","0","0","1","0","0","0"
"05810.bpmn","false","","12","0","12","1","2","3","5","5","2","19","3","0","0.631578947368421","2.6666666666666665","0","1","0.08333333333333333","0","149","49.666666666666664","0.4966442953020134,0.2483221476510067,0.2550335570469799","0.1633109619686801,-0.0850111856823266,-0.07829977628635343","0.000000000000000027755575615628914","0,0,0","0,0,0","0","0","1,2,0","1,1,1","1","1","17.75675900001079","1","1","0","1","0","0","0","0","0","0"
"05811.bpmn","false","","5","0","5","0","1","0","0","0","1","7","2","0","0.7142857142857143","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.498942999867722","2","1","1","0","0","0","0","0","0","0"
"05812.bpmn","false","","12","0","12","0","1","3","0","0","2","10","2","3","1.2","3.5","0","0","0","0.25","102","51","0.9607843137254902,0.0392156862745098","0.4607843137254902,-0.4607843137254902","0","0,0","0,0","0","0","2,0","1,1","1","1","12.60509299999103","1","1","0","3","0","0","0","0","0","0"
"05813.bpmn","false","","10","0","10","3","1","1","1","1","2","13","2","2","0.7692307692307693","3","0","1","0.3","0.2","100","50","0.46,0.54","-0.03999999999999998,0.040000000000000036","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.537075999891385","1","0","0","0","1","0","0","0","0","0"
"05814.bpmn","false","","12","0","12","0","4","1","0","0","1","16","3","0","0.75","1.6666666666666667","0","0","0","0","114","38","0.43859649122807015,0.2631578947368421,0.2982456140350877","0.10526315789473684,-0.07017543859649122,-0.03508771929824561","0","0,0,0","0,0,0","0","0","1,1,0","1,0,1","0.6666666666666666","0.6666666666666666","22.888611000031233","2","2","0","1","0","0","0","0","1","0"
"05815.bpmn","false","","11","0","11","0","0","3","0","0","6","14","2","2","0.7857142857142857","2.5","0","0","0","0.18181818181818182","122","61","0.4426229508196721,0.5573770491803278","-0.05737704918032788,0.05737704918032782","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,2","1,2","1.5","1.5","14.881488000042737","0","0","0","3","0","0","0","0","0","0"
"05816.bpmn","false","","12","0","12","0","2","2","1","1","1","16","2","2","0.75","4","0","0","0","0.16666666666666666","124","62","0.5564516129032258,0.4435483870967742","0.056451612903225756,-0.05645161290322581","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,2","1,2","1.5","1.5","20.0410499998834","0","1","2","1","0","0","0","1","0","0"
"05817.bpmn","false","","8","0","8","0","1","2","0","0","2","10","2","2","0.8","1.5","0","0","0","0.25","84","42","0.5357142857142857,0.4642857142857143","0.0357142857142857,-0.0357142857142857","0","0,0","0,0","0","0","1,0","0,1","0.5","0.5","12.985012999968603","0","0","1","0","0","0","0","1","0","0"
"05818.bpmn","false","","6","0","10","0","2","3","5","5","1","13","3","0","0.7692307692307693","2","0","0","0","0","107","35.666666666666664","0.06542056074766354,0.6355140186915887,0.29906542056074764","-0.26791277258566976,0.30218068535825543,-0.034267912772585674","0","0,0,0","0,0,0","0","0","1,2,0","1,1,1","1","1","25.151203999994323","1","2","0","0","0","0","0","0","0","0"
"05819.bpmn","false","","11","0","11","0","2","2","2","2","1","18","2","2","0.6111111111111112","3","0","0","0","0.18181818181818182","126","63","0.5317460317460317,0.46825396825396826","0.031746031746031744,-0.031746031746031744","0","0,0","0,0","0","0","1,1","1,1","1","1","14.536100999917835","0","1","2","0","0","0","0","2","0","0"
"05820.bpmn","false","Commerce","10","0","10","0","0","2","2","2","2","13","2","3","0.7692307692307693","3","0","0","0","0.3","103","51.5","0.5145631067961165,0.4854368932038835","0.014563106796116498,-0.014563106796116498","0","0,0","0,0","0","0","1,2","1,2","1.5","1.5","14.945979000069201","0","0","0","0","0","0","0","0","0","0"
"05821.bpmn","false","","11","0","11","1","0","2","2","2","2","14","2","2","0.7857142857142857","3","0","1","0.09090909090909091","0.18181818181818182","110","55","0.5454545454545454,0.45454545454545453","0.045454545454545414,-0.04545454545454547","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,2","1,2","1.5","1.5","24.06798500008881","0","0","0","0","0","0","0","0","0","0"
"05822.bpmn","false","","11","0","11","0","0","1","2","2","2","15","3","2","0.7333333333333333","1","0","0","0","0.18181818181818182","0","0","","","0","","","0","0","","","0","0","16.091167999897152","2","1","1","0","0","0","0","1","0","0"
"05823.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.541594999842346","0","0","1","0","0","0","1","0","0","0"
"05824.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","21.39924900000915","0","0","0","0","0","0","0","0","0","0"
"05825.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","25.471244000131264","0","0","4","0","0","0","0","0","0","5"
"05826.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","13.656180999940261","0","0","0","0","0","0","0","0","0","0"
"05827.bpmn","false","","5","0","5","0","0","0","0","0","0","2","0","0","2.5","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","2.840549999848008","1","1","0","1","0","0","0","0","0","0"
"05828.bpmn","false","","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","3.2013920000754297","1","0","0","1","0","0","0","0","0","0"
"05829.bpmn","false","","8","0","8","0","0","0","0","0","1","7","2","0","1.1428571428571428","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","21.31271900003776","2","1","0","1","0","0","0","0","0","0"
"05830.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.858712999848649","0","0","1","0","0","0","1","0","0","0"
"05831.bpmn","false","","19","0","19","3","9","4","0","0","3","39","3","2","0.48717948717948717","0.3333333333333333","0.6666666666666666","0","0","0.10526315789473684","277","92.33333333333333","0.703971119133574,0.22382671480144403,0.07220216606498195","0.3706377858002407,-0.10950661853188928,-0.2611311672683514","0","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","26.834210000000894","0","0","5","0","0","0","0","1","0","5"
"05832.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.867183999856934","0","0","1","0","0","0","1","0","0","0"
"05833.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.282010999973863","0","0","0","0","0","0","0","0","0","0"
"05834.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.610235000029206","0","0","0","0","0","0","0","0","0","0"
"05835.bpmn","false","","5","0","5","0","4","0","0","0","0","10","0","0","0.5","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.464699000120163","1","1","2","0","0","0","0","0","0","0"
"05836.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","34.924282000167295","0","0","4","0","0","0","0","0","0","5"
"05837.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","9.351659999927506","0","0","0","0","0","0","0","0","0","0"
"05838.bpmn","false","","0","0","6","0","0","3","0","0","1","10","0","0","0.6","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.483116999967024","0","0","0","0","0","0","0","1","0","0"
"05839.bpmn","false","","7","0","7","0","3","2","0","0","2","14","0","0","0.5","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","10.160575000103563","0","0","1","1","0","0","0","0","0","0"
"05840.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","22.04685000004247","0","0","0","0","0","0","0","0","0","0"
"05841.bpmn","false","","5","0","9","1","0","1","0","0","1","14","2","1","0.6428571428571429","0","0","1","0.2","0.1111111111111111","0","0","","","0","","","0","0","","","0","0","10.750019000144675","1","1","2","1","0","0","0","2","0","0"
"05842.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.89711800008081","0","0","1","0","0","0","1","0","0","0"
"05843.bpmn","false","","18","0","18","8","5","5","5","5","2","35","2","0","0.5142857142857142","4.5","0.375","0.625","0.2777777777777778","0","287","143.5","0.3588850174216028,0.6411149825783972","-0.14111498257839722,0.14111498257839716","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","39.89155000005849","0","0","2","0","0","0","0","0","0","0"
"05844.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.844619000097737","0","0","1","0","0","0","1","0","0","0"
"05845.bpmn","false","","8","0","8","0","0","0","0","0","1","10","0","0","0.8","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.7675169999711215","1","0","1","1","0","0","0","2","0","0"
"05846.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","26.47837599995546","0","0","1","0","0","0","1","0","0","0"
"05847.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.90340599999763","0","0","1","0","0","0","1","0","0","0"
"05848.bpmn","false","","8","0","8","0","0","1","0","0","1","8","1","0","1","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.259078999981284","0","0","0","1","0","0","0","0","0","0"
"05849.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","16.597791000036523","0","0","0","0","0","0","0","0","0","0"
"05850.bpmn","false","","13","0","13","0","3","0","1","1","1","17","1","2","0.7647058823529411","0","0","0","0","0.15384615384615385","0","0","","","0","","","0","0","","","0","0","12.843384000007063","1","0","0","1","0","0","0","1","0","1"
"05851.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.412229999899864","0","0","1","0","0","0","1","0","0","0"
"05852.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.215334000065923","0","0","0","0","0","0","0","0","0","0"
"05853.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","29.47680800012313","0","0","1","0","0","0","1","0","0","0"
"05854.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","33.160834999987856","0","0","4","0","0","0","0","0","0","5"
"05855.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","37.3887640000321","0","0","4","0","0","0","0","0","0","5"
"05856.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.736816999968141","0","0","1","0","0","0","1","0","0","0"
"05857.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","11.322580999927595","0","0","0","0","0","0","0","0","0","0"
"05858.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","40.53363499999978","0","0","4","0","0","0","0","0","0","5"
"05859.bpmn","false","","14","0","15","1","1","0","0","0","1","16","0","0","0.9375","0","0","1","0.07142857142857142","0","0","0","","","0","","","0","0","","","0","0","13.418440999928862","1","0","0","0","0","0","0","1","0","1"
"05860.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","40.329281999962404","0","0","4","0","0","0","0","0","0","5"
"05861.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","25.87553199985996","0","0","4","0","0","0","0","0","0","5"
"05862.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","28.73043300001882","0","0","1","0","0","0","1","0","0","0"
"05863.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.155497000087053","0","0","0","0","0","0","0","0","0","0"
"05864.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.862514999927953","0","0","0","0","0","0","0","0","0","0"
"05865.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","36.28978900006041","0","0","4","0","0","0","0","0","0","5"
"05866.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","31.44397100014612","0","0","4","0","0","0","0","0","0","5"
"05867.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","33.76235299999826","0","0","1","0","0","0","1","0","0","0"
"05868.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","12.012925999937579","0","0","0","0","0","0","0","0","0","0"
"05869.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","33.4587580000516","0","0","4","0","0","0","0","0","0","5"
"05870.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","40.924510000040755","0","0","1","0","0","0","1","0","0","0"
"05871.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","11.965847000014037","0","0","0","0","0","0","0","0","0","0"
"05872.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","36.22809200012125","0","0","4","0","0","0","0","0","0","5"
"05873.bpmn","false","","6","0","6","0","0","2","0","0","1","2","2","0","3","1.5","0","0","0","0","44","22","0.6363636363636364,0.36363636363636365","0.13636363636363635,-0.13636363636363635","0","0,0","0,0","0","0","1,0","0,1","0.5","0.5","6.248907000059262","0","1","0","5","0","0","0","0","0","0"
"05874.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","11.054317999863997","0","0","0","0","0","0","0","0","0","0"
"05875.bpmn","false","","19","0","19","0","0","3","0","0","3","12","8","0","1.5833333333333333","1.25","0","0","0","0","146","18.25","0.1506849315068493,0.1780821917808219,0.1643835616438356,0.07534246575342465,0.1232876712328767,0.07534246575342465,0.0547945205479452,0.1780821917808219","0.025684931506849307,0.05308219178082191,0.03938356164383561,-0.04965753424657535,-0.0017123287671232945,-0.04965753424657535,-0.0702054794520548,0.05308219178082191","-0.000000000000000006938893903907228","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0","0","1,2,1,0,2,1,2,1","1,2,1,1,1,1,1,1","1.25","1.125","14.365797000005841","5","5","0","3","0","0","0","0","0","0"
